,X,player.x,pos.x,age.x,tm.x,g.x,mp.x,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,obpm,dbpm,bpm,vorp,mp.y,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,efgpercent,ftpercent,pts,FGM_0_5,FGA_0_5,FGP_0_5,FGM_5_9,FGA_5_9,FGP_5_9,FGM_10_14,FGA_10_14,FGP_10_14,FGM_15_19,FGA_15_19,FGP_15_19,FGM_20_24,FGA_20_24,FGP_20_24,FGM_25_29,FGA_25_29,FGP_25_29
64,64,Darren Collison,PG,30,IND,69,2018,18.8,0.61,0.321,0.226,2.1,7.8,5,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,3.1,-1,2.2,2.1,29.2,4.6,9.2,0.495,1.4,3,0.468,3.2,6.3,0.508,0.571,0.882,12.4,1.5,2.5,61.8,0.1,0.3,17.4,0.1,0.3,47.6,1.1,2.4,44.8,1,2,49.3,0.8,1.7,47.5
65,65,Pat Con0ughton,SG,25,POR,82,1488,9.3,0.539,0.538,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,-0.9,-0.4,-1.3,0.3,18.1,2,4.8,0.423,0.9,2.6,0.352,1.1,2.2,0.506,0.518,0.841,5.4,0.8,1.3,58.3,0.1,0.3,40.7,0.1,0.2,50,0.1,0.3,28,0.4,1.1,34.8,0.6,1.5,37.1
66,66,Quinn Cook,PG,24,GSW,33,740,12.8,0.593,0.413,0.099,1.6,10.2,6.2,16.6,0.8,0.1,10.8,17.5,1.1,0.4,1.6,0.6,-2.8,-2.2,0,22.4,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.88,9.5,0.8,1.5,52.9,0.3,0.6,50,0.4,0.8,48.1,0.5,1.2,45.9,0.7,1.5,48.9,1,2.3,45.1
67,67,DeMarcus Cousins,C,27,NOP,48,1737,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23,2.2,3.5,18.9,31.9,1.5,3.2,4.7,1.9,3.6,5.5,3.3,36.2,8.5,18,0.47,2.2,6.1,0.354,6.3,11.9,0.53,0.53,0.746,25.2,5,8.3,59.8,0.6,1.6,37.3,0.4,0.7,48.6,0.3,0.6,38.7,0.5,1.5,29.7,1.8,5.1,35.8
68,68,Robert Covington,SF,27,PHI,80,2532,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.4,2.1,2.5,2.9,31.7,4.3,10.5,0.413,2.5,6.9,0.369,1.8,3.6,0.497,0.534,0.853,12.6,1.4,2.2,60.3,0.2,0.4,46.4,0,0.3,9.1,0.2,0.5,43.2,0.6,1.6,34.1,2,5.4,37.3
69,69,Allen Crabbe,SG,25,BRK,75,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1,1.2,8.1,19,1.8,1.4,3.2,0.4,-1.2,-0.8,0.7,29.3,4.5,11,0.407,2.7,7.1,0.378,1.8,3.9,0.461,0.529,0.852,13.2,0.9,1.2,69.9,0.3,0.7,40,0.2,0.6,33.3,0.3,0.7,42.3,1.1,3.2,35.4,1.7,4.4,38.1
70,70,Torrey Craig,SF,27,DEN,39,629,9.8,0.535,0.423,0.255,7.2,15.5,11.4,5.4,0.9,2,11.6,11.9,0.5,0.4,0.9,-1.7,-0.8,-2.5,-0.1,16.1,1.6,3.5,0.453,0.4,1.5,0.293,1.2,2,0.57,0.515,0.629,4.2,1,1.7,58.8,0,0.1,20,0,0.1,50,0,0.1,50,0.4,0.9,40,0.1,0.6,22.7
71,71,Jamal Crawford,SG,37,MIN,80,1653,13,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0,-4,-3.9,-0.8,20.7,3.9,9.3,0.415,1.3,3.9,0.331,2.6,5.4,0.477,0.485,0.903,10.3,0.4,0.8,53.2,0.2,0.5,37.8,0.5,0.8,58.5,1,2.3,44.6,1.1,2.5,41.9,0.7,2.1,30.8
72,72,Stephen Curry,PG,29,GSW,51,1631,28.2,0.675,0.58,0.35,2.7,14.4,9,30.3,2.4,0.4,13.3,31,7.2,1.9,9.1,9.9,-1.3,8.6,4.4,32,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,0.921,26.4,2.3,3.6,62.7,0.2,0.4,40.9,0.6,1,56.6,0.8,1.3,61.2,1.5,3.3,43.8,3,6.9,43.9
73,73,Troy Daniels,SG,26,PHO,79,1622,9.8,0.583,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0,1.4,0.7,-3.6,-2.9,-0.4,20.5,2.9,7.3,0.403,2.3,5.8,0.4,0.6,1.5,0.419,0.563,0.875,8.9,0.2,0.4,45.2,0.1,0.2,50,0.2,0.3,50,0.1,0.4,36.7,1.1,2.3,44.9,1.3,3.5,36.6
74,74,Anthony Davis,PF,24,NOP,75,2727,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2,5.6,8.6,30,8.8,4.9,13.7,2.8,2.3,5.2,4.9,36.4,10.4,19.5,0.534,0.7,2.2,0.34,9.7,17.3,0.558,0.552,0.828,28.1,6.1,8.5,72.6,1.2,2.8,43,1.1,2.5,44.1,1,2.7,35,0.5,1.5,33.3,0.5,1.5,34.5
75,75,Deyonta Davis,C,21,MEM,62,943,16.6,0.621,0,0.215,9,22,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,-1.3,0.4,-0.9,0.3,15.2,2.6,4.3,0.608,0,0,0,2.6,4.3,0.608,0.608,0.667,5.8,2,2.7,74.1,0.1,0.4,33.3,0.2,0.4,42.3,0.2,0.6,40,0.1,0.2,36.4,0,0,0
76,76,Ed Davis,C,28,POR,78,1471,15.5,0.607,0.003,0.38,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5,-1.8,1.8,0,0.7,18.9,2.2,3.7,0.582,0,0,0,2.2,3.7,0.584,0.582,0.667,5.3,1.9,3.1,62.4,0.2,0.5,38.5,0.1,0.1,44.4,0,0,0,0,0,0,0,0,0
77,77,Dewayne Dedmon,C,28,ATL,62,1542,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17,1.8,1.9,3.7,-1,1.6,0.5,1,24.9,4,7.7,0.524,0.8,2.3,0.355,3.2,5.4,0.595,0.577,0.779,10,1.9,2.5,74.4,0.3,0.7,45.5,0.4,0.9,43.9,0.5,1,50.8,0.7,1.7,38,0.3,0.8,32.7
78,78,Sam Dekker,PF,23,LAC,73,883,11.5,0.534,0.232,0.216,5.6,16,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,-2.1,-1,-3.1,-0.2,12.1,1.8,3.5,0.494,0.1,0.8,0.167,1.6,2.7,0.593,0.514,0.661,4.2,1.4,2.2,64.4,0.1,0.3,45,0,0.1,50,0,0.1,22.2,0.1,0.4,21.4,0.1,0.5,14.3
79,79,Malcolm Delaney,PG,28,ATL,54,1014,10.6,0.519,0.435,0.323,1,10,5.5,23.4,1.7,0.5,16.9,16.9,0.4,0.6,1,-2,-1.5,-3.6,-0.4,18.8,2,5.3,0.382,0.9,2.3,0.371,1.2,3,0.391,0.463,0.804,6.3,0.5,1.2,46,0,0.2,0,0.1,0.3,41.2,0.3,0.9,31.9,0.7,1.5,47.5,0.4,1.2,31.7
80,80,Matthew Dellavedova,PG,27,MIL,38,712,8.6,0.5,0.513,0.178,2.3,8.2,5.3,27.4,1,0,23,13.5,0.3,0.2,0.5,-2.3,-3.6,-5.9,-0.7,18.7,1.4,4,0.362,0.8,2.1,0.372,0.7,1.9,0.351,0.457,0.926,4.3,0.2,0.5,42.1,0.2,0.7,26.9,0.2,0.4,43.8,0.1,0.1,50,0.2,0.7,34.6,0.6,1.6,36.7
81,81,DeMar DeRozan,SG,28,TOR,80,2711,21,0.555,0.203,0.396,2.5,10.4,6.5,25,1.5,0.6,9.5,29.6,6.8,2.8,9.6,2.7,-0.9,1.8,2.6,33.9,8.1,17.7,0.456,1.1,3.6,0.31,7,14.1,0.494,0.488,0.825,23,2.7,4.4,62.3,1,2.1,47.6,1.5,3.5,41.5,1.4,3.2,43.7,0.9,2.5,34.3,0.6,1.9,34.5
82,82,Cheick Diallo,PF,21,NOP,52,581,17,0.619,0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12,17.4,1.1,0.8,1.9,-2.8,-0.3,-3.1,-0.2,11.2,2,3.4,0.58,0,0,0,2,3.4,0.58,0.58,0.758,4.9,1.4,2.1,69.3,0.3,0.5,48,0.3,0.6,48.1,0.1,0.4,33.3,0,0.1,20,0,0,0
83,83,Gorgui Dieng,C,28,MIN,79,1333,14.7,0.543,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12,16.3,1.6,1.4,2.9,-1,0.6,-0.4,0.5,16.9,2.4,4.9,0.479,0.2,0.8,0.311,2.1,4.1,0.511,0.504,0.775,5.9,0.9,1.5,59.3,0.1,0.4,34.5,0.3,0.6,51.1,0.4,1,40.7,0.6,1.3,44.7,0,0.1,33.3
84,84,Spencer Dinwiddie,PG,24,BRK,80,2306,15.9,0.527,0.517,0.32,1.8,10.2,6,35,1.4,0.7,11.8,20.3,4.3,1.4,5.7,2.1,-1.8,0.2,1.3,28.8,4.1,10.5,0.387,1.8,5.4,0.326,2.3,5.1,0.452,0.471,0.813,12.6,1.6,2.8,56.3,0.2,0.9,26.4,0.3,0.8,35.9,0.1,0.4,32.3,0.6,1.7,33.3,1.1,3.6,31.5
85,85,Tyler Dorsey,SG,21,ATL,56,974,10,0.494,0.521,0.165,1.9,12.9,7.4,12.5,0.9,0.4,8.3,20,0,0.4,0.4,-1.8,-2.4,-4.2,-0.6,17.4,2.6,6.8,0.377,1.3,3.6,0.362,1.3,3.3,0.393,0.471,0.714,7.2,0.7,1.5,49.4,0.1,0.4,21.1,0.1,0.4,20,0.3,0.6,45.7,0.7,2,32.7,0.8,1.9,39.6
86,86,Damyean Dotson,SG,23,NYK,44,474,11.6,0.532,0.422,0.143,2.1,17.5,9.8,9.5,1.3,0.4,9,17.3,0.3,0.3,0.6,-1.4,-1.7,-3.1,-0.1,10.8,1.6,3.7,0.447,0.5,1.5,0.324,1.1,2.1,0.538,0.516,0.696,4.1,0.5,0.9,58.3,0.1,0.2,37.5,0.3,0.4,64.7,0.2,0.5,50,0.4,1,40,0.3,0.9,29.3
87,87,Goran Dragic,PG,31,MIA,75,2378,16.6,0.543,0.279,0.252,2.5,12,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,1,-1.1,-0.1,1.2,31.7,6.5,14.3,0.45,1.5,4,0.37,5,10.3,0.481,0.502,0.801,17.3,2.8,4.9,57.2,0.6,1.4,39.6,0.9,2.1,43.4,0.6,1.7,36.2,0.6,1.5,41.3,0.9,2.7,35.5
88,88,Andre Drummond,C,24,DET,78,2625,22.9,0.555,0.012,0.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.2,5.3,5.5,5,33.7,6,11.3,0.529,0,0.1,0,6,11.2,0.536,0.529,0.605,15,5.3,8.6,60.9,0.5,1.9,28.8,0.2,0.6,29.8,0,0,0,0,0,0,0,0,0
89,89,Jared Dudley,PF,32,PHO,48,686,8.8,0.553,0.656,0.287,1.2,13.6,7.3,15.6,1.7,1.3,16.9,10.2,0.5,0.4,0.8,-1.9,0,-1.9,0,14.3,1,2.5,0.393,0.6,1.7,0.363,0.4,0.9,0.452,0.512,0.771,3.2,0.3,0.5,58.3,0,0.1,33.3,0,0.1,0,0,0.1,25,0.3,0.7,46.9,0.4,1.2,30.4
90,90,Kris Dunn,PG,23,CHI,52,1525,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1,1.9,0.9,-1.4,1.4,-0.1,0.7,29.3,5.5,12.8,0.429,0.8,2.6,0.321,4.7,10.2,0.457,0.462,0.737,13.4,2,3.9,51.7,0.7,1.6,40,0.8,1.9,40,0.9,2.1,41.7,0.6,1.4,41.9,0.6,1.8,32.6
91,91,Kevin Durant,SF,29,GSW,68,2325,26,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1,4,12.9,30.4,7.5,2.9,10.4,5,0.7,5.6,4.5,34.2,9.3,18,0.516,2.5,6.1,0.419,6.7,11.9,0.565,0.586,0.889,26.4,2.7,3.8,71,0.7,1.2,54.9,1.4,2.8,50.5,1.8,3.5,50,0.8,1.9,41.7,1.9,4.6,42.1
92,92,Wayne Ellington,SG,30,MIA,77,2041,12.5,0.588,0.827,0.111,1.3,10.7,6,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,1.8,-1.8,0,1,26.5,3.7,9.1,0.407,2.9,7.5,0.392,0.8,1.6,0.479,0.569,0.859,11.2,0.5,0.8,60.9,0,0.1,12.5,0,0.1,22.2,0.1,0.3,45.5,1.3,3.1,41.9,1.7,4.6,37.5
93,93,Joel Embiid,C,23,PHI,63,1912,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18,1,4.8,15.6,33.4,2.3,3.8,6.2,0.1,2.5,2.6,2.2,30.3,8.1,16.8,0.483,1,3.4,0.308,7,13.4,0.527,0.514,0.769,22.9,3.9,6,65.2,0.8,1.9,42.6,1.3,3.1,43.4,0.8,2,40.8,0.5,1,43.9,0.7,2.7,27.6
94,94,Tyler Ennis,PG,23,LAL,54,683,11.1,0.473,0.25,0.129,3,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,-2.8,-0.1,-2.9,-0.1,12.6,1.7,4.1,0.42,0.3,1,0.25,1.5,3.1,0.476,0.451,0.759,4.1,1.1,2,54.6,0.1,0.4,33.3,0,0.3,16.7,0.2,0.5,48,0.2,0.4,45,0.1,0.7,14.3
95,95,Jawun Evans,PG,21,LAC,48,778,7.2,0.421,0.213,0.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-4.2,-0.5,-4.7,-0.5,16.2,1.9,5.3,0.352,0.3,1.1,0.278,1.5,4.1,0.372,0.381,0.776,4.8,0.8,1.8,42,0.2,0.7,25,0.3,0.4,61.9,0.2,0.8,27.8,0.2,0.9,25.6,0.2,0.6,33.3
96,96,Tyreke Evans,PG,28,MEM,52,1607,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1,11.5,28.4,3.1,1.2,4.2,4.4,-0.8,3.6,2.3,30.9,7,15.6,0.452,2.2,5.5,0.399,4.8,10.1,0.482,0.523,0.785,19.4,3.9,7.6,51.9,0.2,0.7,30.6,0,0.1,40,0.3,0.6,39.4,0.8,2.1,40.2,1.8,4.4,39.6
97,97,Kenneth Faried,PF,28,DEN,32,461,17.4,0.552,0.007,0.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,-1.1,-1.1,-2.3,0,14.4,2.4,4.6,0.514,0,0,0,2.4,4.6,0.517,0.514,0.706,5.9,1.9,3.3,57.5,0.2,0.8,25,0.2,0.3,45.5,0.1,0.2,60,0,0,100,0,0,0
98,98,Derrick Favors,C,26,UTA,77,2153,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.5,2.2,2.7,2.5,28,5.1,9.1,0.563,0.2,0.8,0.222,4.9,8.3,0.596,0.573,0.651,12.3,3.7,5.1,72.1,0.4,0.9,40.3,0.3,0.8,40,0.5,1.2,39.1,0.3,1,27.6,0,0.1,25
99,99,Cristiano Felício,C,25,CHI,55,977,12.5,0.614,0.009,0.377,8.8,17.1,12.8,8.4,0.8,1,17.7,13.6,1.2,0.5,1.7,-2.3,-0.1,-2.4,-0.1,17.8,2.3,3.9,0.591,0,0,0,2.3,3.9,0.596,0.591,0.667,5.6,1.9,2.9,67.5,0.2,0.4,47.8,0,0.2,16.7,0.1,0.3,38.9,0,0.1,25,0,0,0
100,100,Raymond Felton,PG,33,OKC,82,1365,13,0.494,0.417,0.08,2,11,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,-1.1,-1.7,-2.8,-0.3,16.6,2.7,6.7,0.406,1,2.8,0.352,1.7,3.9,0.444,0.479,0.818,6.9,0.7,1.3,53.3,0.3,0.6,42.9,0.2,0.5,42.1,0.4,1.1,37.5,0.6,1.4,43.2,0.6,1.7,33.8
101,101,Terrance Ferguson,SG,19,OKC,61,763,7.4,0.545,0.71,0.059,2.7,4.2,3.4,3.4,1.6,1.2,6,10.4,0.7,0.5,1.2,-1.2,-1.3,-2.5,-0.1,12.5,1.1,2.8,0.414,0.7,2,0.333,0.5,0.8,0.612,0.533,0.9,3.1,0.4,0.5,67.7,0,0,0,0,0,0,0.1,0.1,50,0.6,1.3,42.1,0.2,0.9,26.5
102,102,Yogi Ferrell,SG,24,DAL,82,2282,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17,1.5,1.5,3,-0.4,-0.6,-1,0.6,27.8,3.8,8.9,0.426,1.6,4.4,0.373,2.2,4.5,0.477,0.518,0.796,10.2,0.9,1.7,51.8,0.1,0.4,32.3,0.3,0.7,45.6,0.6,1.3,50,0.9,2.2,43.5,0.9,2.6,33.6
103,103,Bryn Forbes,SG,24,SAS,80,1517,9.1,0.525,0.459,0.145,0.9,7.2,4,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,-1.2,-1.9,-3.1,-0.4,19,2.6,6.2,0.421,1.1,2.9,0.39,1.5,3.4,0.446,0.51,0.667,6.9,0.3,0.6,53.1,0.4,0.8,48.5,0.2,0.6,37.8,0.5,1.1,43.9,0.7,1.6,41.5,0.6,1.7,35.9
104,104,Evan Fournier,SF,25,ORL,57,1837,15.5,0.577,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,1.6,-2.1,-0.4,0.7,32.2,6.5,14.1,0.459,2.2,5.9,0.379,4.2,8.2,0.516,0.538,0.867,17.8,2.4,4,60.5,0.6,1.2,45.1,0.4,1.1,33.9,0.6,1.1,51.6,1.1,2.6,42.4,1.4,4,35.8
105,105,De'Aaron Fox,PG,20,SAC,73,2026,11.2,0.478,0.192,0.245,1.8,10,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-2.8,-1.5,-4.4,-1.2,27.8,4.5,10.9,0.412,0.6,2.1,0.307,3.8,8.8,0.436,0.441,0.723,11.6,1.9,3.4,56.2,0.6,1.6,38.8,0.4,1.2,30,0.7,1.8,40.6,0.5,1.8,29.5,0.3,1,30.1
106,106,Tim Frazier,PG,27,WAS,59,838,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1,1.4,-2.4,0.3,-2.1,0,14.2,1.2,2.9,0.395,0.3,0.9,0.304,0.9,2,0.44,0.445,0.767,3,0.4,0.6,57.9,0.1,0.2,27.3,0.1,0.3,44.4,0.2,0.5,36.7,0.2,0.6,40,0.2,0.6,24.3
107,107,Langston Galloway,SG,26,DET,58,863,12.2,0.503,0.641,0.121,1.6,10.3,5.9,10.1,2,0.5,4.8,19.3,0.5,0.9,1.4,-0.2,-1.6,-1.7,0.1,14.9,2.2,5.9,0.371,1.3,3.8,0.344,0.9,2.1,0.418,0.481,0.805,6.2,0.2,0.3,50,0.2,0.4,42.9,0.2,0.4,47.8,0.3,0.8,37.5,0.5,1.4,35.8,0.9,2.6,34
108,108,Marc Gasol,C,33,MEM,73,2408,17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4,-0.1,1.6,1.5,2.1,33,5.9,14.2,0.42,1.5,4.4,0.341,4.5,9.8,0.456,0.473,0.834,17.2,1.6,2.8,57.5,0.9,2.3,37.1,0.8,2.4,36,0.7,1.4,51.9,0.6,1.5,38.4,1.3,3.6,35.1
109,109,Pau Gasol,C,37,SAS,77,1812,18.9,0.539,0.191,0.333,7.8,30.2,19,20.1,0.7,3.6,13.1,20.4,2.7,3.3,6,-0.1,3.3,3.2,2.4,23.5,3.7,8.1,0.458,0.6,1.6,0.358,3.2,6.6,0.481,0.492,0.756,10.1,1.9,3,63.2,0.4,1.2,31.9,0.3,0.8,33.8,0.5,1.1,43.4,0.4,1.2,33.3,0.3,0.8,35.9
110,110,Rudy Gay,PF,31,SAS,57,1231,18,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1,2.1,3.1,-0.7,1,0.3,0.7,21.6,4.4,9.4,0.471,0.6,2.1,0.314,3.8,7.4,0.516,0.506,0.772,11.5,1.8,2.8,64.6,0.6,1.6,38.9,0.9,1.8,50,0.4,0.9,44.4,0.3,1.1,26.6,0.4,1.1,37.1
111,111,Paul George,SF,27,OKC,79,2891,18.7,0.57,0.454,0.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5,3.9,8.9,2.5,0,2.5,3.3,36.6,7.3,17,0.43,3.1,7.7,0.401,4.2,9.3,0.454,0.521,0.822,21.9,2.4,3.9,60.8,0.4,1,36.7,0.5,1.5,35.3,0.8,2.3,34.3,1.5,3.9,39.2,1.7,4.3,40.2
112,112,Taj Gibson,PF,32,MIN,82,2726,15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.9,0.2,1.1,2.1,33.2,5.2,9,0.577,0.1,0.4,0.2,5.1,8.6,0.595,0.581,0.768,12.2,3.6,5.2,70.1,0.6,1.3,48.1,0.4,0.8,47,0.4,1.1,34.5,0.2,0.6,31.3,0,0,25
113,113,Manu Ginóbili,SG,40,SAS,65,1299,12.9,0.553,0.415,0.283,1.6,10.6,6.1,19.1,1.7,1,16.8,21.5,0.6,1.6,2.2,-0.5,-0.5,-1,0.3,20,3.1,7.1,0.434,1,3,0.333,2.1,4.2,0.506,0.503,0.84,8.9,1.4,2.4,60.6,0.3,0.7,39.6,0.2,0.6,35.7,0.1,0.3,31.6,0.5,1.3,39.3,0.5,1.7,31.2
114,114,Rudy Gobert,C,25,UTA,56,1816,20.7,0.657,0,0.673,10.4,27,18.8,6.9,1.2,6,15.7,16.9,4.2,3.9,8.1,-0.3,4.6,4.3,2.9,32.4,4.9,7.9,0.622,0,0,0,4.9,7.9,0.622,0.622,0.682,13.5,4.7,6.9,68.3,0.1,0.6,17.1,0,0.2,10,0.1,0.2,33.3,0,0,50,0,0,0
115,115,Aaron Gordon,PF,22,ORL,58,1909,16.5,0.53,0.395,0.26,5,21.5,13.2,11.7,1.5,1.9,10,24.7,0.9,2,2.9,0,0,0,1,32.9,6.5,14.9,0.434,2,5.9,0.336,4.5,9,0.497,0.5,0.698,17.6,3.2,4.9,66.7,0.2,0.9,20,0.4,1.2,35.7,0.5,1.8,29.8,0.7,2.1,35.3,1.4,4.1,33.5
116,116,Eric Gordon,SG,29,HOU,69,2154,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,1.4,-2.4,-1,0.5,31.2,6,14.1,0.428,3.2,8.8,0.359,2.9,5.2,0.544,0.54,0.809,18,2.4,3.9,62.8,0.2,0.7,32.7,0.1,0.3,29.2,0,0.2,27.3,0.8,2.1,39.4,2.3,6.5,35
117,117,Marcin Gortat,C,33,WAS,82,2075,14.7,0.546,0,0.291,9.9,24,17,10.6,1,2.6,13.5,15.5,2.4,2.4,4.9,-1.6,1.9,0.3,1.2,25.3,3.5,6.8,0.518,0,0,0,3.5,6.8,0.518,0.518,0.675,8.4,2.1,3.5,61.2,0.7,1.7,43.3,0.6,1.4,41.1,0.1,0.2,42.1,0,0,0,0,0,0
118,118,Treveon Graham,SG,24,CHO,63,1050,9,0.553,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,1.1,0.7,1.8,-0.6,-0.3,-0.9,0.3,16.7,1.5,3.5,0.434,0.6,1.5,0.412,0.9,2,0.452,0.525,0.695,4.3,0.5,1,50.8,0.1,0.4,37.5,0.1,0.3,31.6,0.1,0.2,53.8,0.4,0.9,43.6,0.3,0.7,40.9
119,119,Jerami Grant,PF,23,OKC,81,1647,16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16,3.5,1.9,5.4,-0.8,0.2,-0.6,0.6,20.3,3,5.6,0.535,0.4,1.4,0.291,2.6,4.3,0.613,0.57,0.675,8.4,2.4,3.6,65.3,0.1,0.3,32.1,0,0.1,50,0.1,0.2,35.7,0.3,0.9,30.7,0.1,0.4,32.4
120,120,Jerian Grant,PG,25,CHI,74,1686,14.3,0.528,0.372,0.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,2.3,1,3.3,-0.1,-1.8,-2,0,22.8,2.8,6.8,0.416,0.8,2.5,0.326,2,4.3,0.468,0.476,0.745,8.4,0.9,1.6,59.8,0.1,0.5,23.1,0.3,0.7,41.2,0.4,1,38.4,0.5,1.1,41.2,0.6,1.8,35.1
121,121,Danny Green,SG,30,SAS,70,1791,11.4,0.509,0.57,0.116,2.5,13,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,-1.1,2.2,1.2,1.4,25.6,3.1,8,0.387,1.7,4.6,0.363,1.4,3.4,0.419,0.49,0.769,8.6,0.9,1.8,50.4,0.1,0.4,32.3,0.1,0.4,23.1,0.3,0.6,43.2,1,2.4,40.4,0.7,2.3,31.7
122,122,Draymond Green,PF,27,GSW,70,2287,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29,2,3.1,22.5,17.2,2.6,3.4,6.1,0.4,2.7,3.2,3,32.7,4,8.8,0.454,1.1,3.7,0.301,2.9,5.2,0.562,0.516,0.775,11,2.3,3.5,66,0.2,0.6,40.5,0.2,0.6,38.6,0.1,0.3,20.8,0.2,0.8,27.3,0.9,2.8,32
123,123,Gerald Green,SG,32,HOU,41,929,14.1,0.566,0.722,0.145,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,1,1,2.1,0.5,-2.4,-1.9,0,22.7,4.1,10.1,0.407,2.7,7.3,0.369,1.4,2.8,0.504,0.54,0.85,12.1,0.7,1.3,53.7,0.1,0.3,45.5,0.3,0.6,50,0.3,0.5,50,1,3,34.1,1.7,4.4,39.2
124,124,JaMychal Green,PF,27,MEM,55,1542,14,0.53,0.26,0.227,10.8,24.4,17.4,8.3,1,1.5,12.4,17.8,1.3,1.3,2.6,-1.2,-0.4,-1.5,0.2,28,4.1,8.9,0.457,0.8,2.3,0.339,3.3,6.6,0.499,0.501,0.721,10.3,2.5,4.3,58.3,0.1,0.5,32,0.1,0.4,29.2,0.4,1,41.8,0.5,1.7,31.5,0.3,1,33.3
125,125,Jeff Green,PF,31,CLE,78,1828,14.8,0.587,0.275,0.379,3.7,11.2,7.6,8,1.1,1.6,9.4,19.3,3.1,0.8,3.9,-0.2,-1.7,-1.9,0.1,23.4,3.8,7.9,0.477,0.7,2.2,0.312,3.1,5.7,0.54,0.52,0.868,10.8,2.4,3.6,66,0.2,0.7,35.8,0.2,0.7,27.5,0.2,0.5,38.5,0.5,1.5,32.5,0.3,0.9,34.8
126,126,Tim Hardaway,SG,25,NYK,57,1885,14.4,0.533,0.479,0.209,1.9,11.3,6.6,12.7,1.6,0.5,9,23.8,1.6,1.1,2.6,1.7,-1.8,-0.1,0.9,33.1,6.3,15,0.421,2.3,7.2,0.317,4,7.8,0.516,0.496,0.816,17.5,2.4,3.9,60.5,0.1,0.8,18.6,0.6,1.1,52.4,0.5,1.3,42.5,1.1,2.5,42,1.6,5.2,31.1
